obs,sdf_2020_f,unrest,pop,male,v_age,income,region,sdf_2016_f,sdf_2024_f
Yes,42.43460316,0,13993,0.549681899,46,4,Northern Rim,44.36706779,43.45460316
Yes,58.48271998,0,14518,0.498863645,42,3,Eastern Islands,40.09493562,59.50271998
Yes,48.51475307,0,4681,0.532710756,34,4,Northern Rim,44.68901415,49.53475307
Yes,54.39297895,0,15024,0.527079701,65,4,Northern Rim,32.99911491,55.41297895
Yes,50.96664805,0,10595,0.513407492,51,5,Northern Rim,43.14092308,51.98664805
Yes,63.89552136,0,13223,0.524797514,35,3,West,45.40161567,64.91552136
Yes,49.44077757,0,13776,0.504763694,37,2,Northern Rim,44.1357131,50.46077757
Yes,67.6861664,0,4540,0.494080696,46,4,West,43.87058428,68.7061664
Yes,33.96545847,0,10610,0.531826912,54,2,Northern Rim,42.7710171,34.98545847
Yes,46.02917323,0,14250,0.511690286,50,3,Northern Rim,52.42886956,47.04917323
Yes,60.54474354,0,6351,0.514121844,21,2,West,52.65002446,61.56474354
Yes,47.50629456,0,15513,0.523111179,76,1,West,49.11642713,48.52629456
Yes,45.94801665,0,7699,0.502585714,30,4,Eastern Islands,42.71194435,46.96801665
Yes,40.49165292,0,8573,0.544718659,51,3,Northern Rim,44.25041335,41.51165292
Yes,52.87550061,0,17139,0.494949842,40,3,Eastern Islands,54.53719627,53.89550061
Yes,41.96354119,0,11676,0.509634216,61,3,Eastern Islands,42.76057402,42.98354119
Yes,64.21710026,0,5438,0.502858304,30,3,Eastern Islands,49.76352133,65.23710026
Yes,40.23836204,0,7072,0.49966761,24,4,Northern Rim,40.69649673,41.25836204
Yes,46.48135922,0,6168,0.50273519,65,4,West,39.38071764,47.50135922
Yes,49.58997393,0,14756,0.533726649,54,3,Eastern Islands,41.28169453,50.60997393
Yes,44.34928384,1,7048,0.509909261,53,5,West,41.08572803,45.36928384
Yes,53.58616244,0,100,0.511934899,31,3,Northern Rim,44.45521315,54.60616244
Yes,58.03498449,0,9777,0.527971165,55,3,Northern Rim,38.8332413,59.05498449
Yes,32.95286082,0,10786,0.496284757,50,3,West,44.15968085,33.97286082
Yes,50.94884786,0,10371,0.49341157,18,2,Eastern Islands,49.80852457,51.96884786
Yes,45.78644535,0,15184,0.511643621,30,3,Eastern Islands,37.78329918,46.80644535
Yes,40.74555068,0,4088,0.468589845,45,3,West,51.9227871,41.76555068
Yes,63.33917937,0,4574,0.476451729,38,5,Eastern Islands,35.80856712,64.35917937
Yes,44.23987513,0,5786,0.519112667,42,4,Northern Rim,36.08394652,45.25987513
Yes,43.53253007,0,10040,0.471009909,56,3,Northern Rim,51.24107546,44.55253007
Yes,54.87413064,0,10796,0.540380897,55,3,Eastern Islands,45.26522505,55.89413064
Yes,49.73083898,0,8156,0.517535036,42,3,West,46.64415866,50.75083898
Yes,50.29702408,0,7748,0.499438052,42,3,West,42.95620453,51.31702408
Yes,64.23055034,0,8373,0.470932674,48,2,Eastern Islands,56.45798226,65.25055034
Yes,52.07491707,0,7494,0.512031233,47,3,West,40.26039295,53.09491707
Yes,55.71952436,0,6262,0.546021457,44,3,West,51.99966125,56.73952436
Yes,56.30634091,0,10151,0.506779104,29,5,Northern Rim,47.67323661,57.32634091
Yes,46.60909037,0,7181,0.504775509,51,2,Eastern Islands,54.7011266,47.62909037
Yes,49.4101739,0,14947,0.507733584,20,2,Northern Rim,43.71389689,50.4301739
Yes,51.26396047,0,15691,0.48041981,35,2,West,55.10711605,52.28396047
Yes,48.14426845,0,9418,0.500407146,36,6,West,53.38187113,49.16426845
Yes,49.21591273,0,12996,0.472074612,54,4,Eastern Islands,39.07496815,50.23591273
Yes,59.72421509,0,5783,0.512700265,57,4,Northern Rim,48.85761231,60.74421509
Yes,39.33729784,0,11478,0.51529163,39,3,Northern Rim,59.17843915,40.35729784
Yes,52.44524996,0,8416,0.499010071,39,5,Northern Rim,34.35127391,53.46524996
Yes,60.83430554,0,9297,0.511255629,26,5,Eastern Islands,46.78039533,61.85430554
Yes,50.77604035,0,5721,0.508571555,81,5,Eastern Islands,45.5806294,51.79604035
Yes,49.07142279,0,14928,0.494982978,40,2,Eastern Islands,48.06038018,50.09142279
Yes,66.99673612,0,5683,0.510405615,42,4,Eastern Islands,34.88030663,68.01673612
Yes,64.52414008,0,7742,0.516507747,38,3,Eastern Islands,38.58308735,65.54414008
Yes,43.57391321,0,1256,0.506295493,55,4,West,51.62324008,44.59391321
Yes,48.52925705,0,16071,0.50658342,24,3,Northern Rim,46.71212125,49.54925705
Yes,58.74700352,0,11804,0.509391823,47,3,Northern Rim,48.79523405,59.76700352
Yes,39.53124458,0,4010,0.526414367,46,5,Eastern Islands,39.70739733,40.55124458
Yes,37.87937378,0,2726,0.503656235,27,3,West,48.62521612,38.89937378
Yes,61.85057594,0,11848,0.52695254,52,2,West,59.08550106,62.87057594
Yes,46.09124387,0,14517,0.511583052,22,6,Northern Rim,46.27936195,47.11124387
Yes,45.14178249,0,6595,0.528994946,62,3,Northern Rim,49.05336329,46.16178249
Yes,72.78016974,0,17598,0.521172132,18,5,Northern Rim,48.79569675,73.80016974
Yes,53.79835682,0,11451,0.519420679,44,3,West,49.64625531,54.81835682
Yes,47.72865326,0,8829,0.526231801,57,5,West,27.14836007,48.74865326
Yes,53.60124515,0,15069,0.494781525,53,4,West,42.06619972,54.62124515
Yes,65.05908991,0,6026,0.485009432,35,4,West,43.67484775,66.07908991
Yes,51.8467921,0,11347,0.493658485,44,3,West,37.53091788,52.8667921
Yes,41.25160596,0,10223,0.464432243,41,6,West,38.0388065,42.27160596
Yes,34.66520728,0,9134,0.484900371,23,3,Eastern Islands,51.35500745,35.68520728
Yes,43.1518455,0,15516,0.515114953,36,5,West,46.61114891,44.1718455
Yes,68.23245392,0,5735,0.48259226,88,1,Northern Rim,44.6112491,69.25245392
Yes,43.0479575,0,7409,0.504961144,45,4,Eastern Islands,34.91606289,44.0679575
Yes,56.10288147,0,100,0.507851171,58,3,Northern Rim,52.7766359,57.12288147
Yes,54.22390604,0,5826,0.529596608,23,4,Northern Rim,46.91061484,55.24390604
Yes,51.87999944,0,7103,0.522059145,23,3,Eastern Islands,45.20866201,52.89999944
Yes,61.08935377,0,5945,0.510406401,23,2,Eastern Islands,40.68505611,62.10935377
Yes,32.50480895,0,8123,0.53290806,47,3,Northern Rim,52.87258767,33.52480895
Yes,54.54635679,0,6375,0.511319998,34,4,Northern Rim,55.72713313,55.56635679
Yes,52.78602721,0,11430,0.49600441,29,3,West,47.63463523,53.80602721
Yes,36.88288331,0,5607,0.517310637,62,5,Northern Rim,33.39866534,37.90288331
Yes,53.36407894,0,9429,0.497207262,24,4,West,43.27509867,54.38407894
Yes,57.61363578,0,15406,0.502821157,61,3,West,51.45656267,58.63363578
Yes,53.4971034,0,14782,0.536669383,39,3,Eastern Islands,43.5477449,54.5171034
Yes,36.80246268,0,8000,0.503836378,46,5,West,52.75439674,37.82246268
Yes,30.46077946,0,8044,0.510603686,51,4,West,37.5843316,31.48077946
Yes,43.34606872,0,6973,0.514310004,58,4,West,48.32238435,44.36606872
Yes,49.98390701,0,3309,0.513822703,57,4,Eastern Islands,55.91829756,51.00390701
Yes,77.22550467,0,12242,0.491226475,47,2,Eastern Islands,42.68001312,78.24550467
Yes,63.00072611,0,16657,0.510641677,50,2,West,40.69169474,64.02072611
Yes,36.37260514,0,100,0.490353413,63,4,West,37.36920478,37.39260514
Yes,56.23664975,0,8670,0.525900546,57,4,Eastern Islands,45.8931794,57.25664975
Yes,51.20986825,0,5435,0.551533079,36,3,West,53.15075825,52.22986825
Yes,56.72068807,0,13858,0.459720919,19,2,Eastern Islands,38.998637,57.74068807
Yes,56.53351148,0,9214,0.506809526,25,4,Northern Rim,49.21881001,57.55351148
Yes,50.03215468,0,8534,0.502316104,48,4,Eastern Islands,49.27222169,51.05215468
Yes,50.28561728,0,14116,0.525410331,51,2,Eastern Islands,51.84975515,51.30561728
Yes,54.13683138,0,16051,0.49423174,57,3,West,51.08511888,55.15683138
Yes,62.83272389,0,11671,0.494480053,69,5,Northern Rim,44.0648745,63.85272389
Yes,68.28181655,0,14620,0.484703158,20,4,Northern Rim,49.88721842,69.30181655
Yes,48.3338623,0,10722,0.525907111,38,4,Northern Rim,51.81369243,49.3538623
Yes,50.84777374,0,15568,0.515069894,28,5,West,49.48947691,51.86777374
Yes,41.70780216,0,15739,0.548123221,76,2,West,55.27271137,42.72780216
Yes,58.75372349,0,22313,0.509880991,34,3,West,61.48447442,59.77372349
Yes,49.21653553,0,6936,0.545026937,28,3,West,48.4229787,50.23653553
Yes,56.30690014,0,7321,0.513521933,28,4,West,47.40586185,57.32690014
Yes,54.98342774,0,8722,0.547911438,42,3,Eastern Islands,50.5938392,56.00342774
Yes,53.45612171,0,6787,0.526514276,54,2,Eastern Islands,49.09233705,54.47612171
Yes,58.49513554,0,8241,0.505259473,31,3,Northern Rim,44.29982583,59.51513554
Yes,41.98292836,0,8573,0.517119645,18,4,West,39.00975832,43.00292836
Yes,27.55386975,0,17070,0.479316001,66,4,Northern Rim,53.01547951,28.57386975
Yes,61.22628036,0,15046,0.479902193,18,4,Eastern Islands,51.6242902,62.24628036
Yes,57.63751984,0,100,0.491543202,51,4,West,43.06676859,58.65751984
Yes,61.98070134,0,11869,0.500403254,78,5,Northern Rim,52.65458504,63.00070134
Yes,42.80540603,0,17019,0.479229392,38,4,West,45.66262472,43.82540603
Yes,48.41795065,0,19031,0.503224639,41,4,Northern Rim,42.40978394,49.43795065
Yes,62.14698661,0,9569,0.495673967,25,3,West,39.51056745,63.16698661
Yes,53.70573486,0,6206,0.467699943,61,3,West,38.29513243,54.72573486
Yes,44.67564124,0,8915,0.495029339,32,4,Eastern Islands,48.76673141,45.69564124
Yes,54.68596023,0,12605,0.505134781,46,4,Eastern Islands,52.13224757,55.70596023
Yes,38.59856311,0,15569,0.515482863,40,5,West,50.59819989,39.61856311
Yes,55.61593669,0,9115,0.485319549,41,2,Eastern Islands,41.29413803,56.63593669
Yes,54.08805578,0,11285,0.498243985,85,3,Northern Rim,48.52611394,55.10805578
Yes,53.30976754,0,15196,0.525073029,36,3,Northern Rim,46.450423,54.32976754
Yes,58.04924525,0,9862,0.524283947,43,3,Northern Rim,40.55136107,59.06924525
Yes,45.80291324,0,11328,0.510005335,32,3,Eastern Islands,56.12114301,46.82291324
Yes,60.89849594,0,14684,0.460923034,42,3,West,55.36355102,61.91849594
Yes,52.27251372,0,14465,0.513752946,57,3,Northern Rim,49.9097184,53.29251372
Yes,43.11751161,0,6285,0.493307664,46,4,West,44.89919822,44.13751161
Yes,61.35433767,0,6094,0.515602859,33,4,Eastern Islands,57.93157621,62.37433767
Yes,55.24576793,0,13940,0.518700125,52,3,Eastern Islands,34.62208451,56.26576793
Yes,35.61925314,0,14353,0.512084695,65,4,Eastern Islands,46.35412955,36.63925314
Yes,38.84836178,0,5692,0.502089416,30,3,Northern Rim,45.31826632,39.86836178
Yes,53.07224879,0,15514,0.503684644,25,3,West,48.64311072,54.09224879
Yes,35.51136428,0,8493,0.558205488,66,4,Northern Rim,52.02477102,36.53136428
Yes,57.00713835,0,11728,0.503811667,35,5,West,46.49707772,58.02713835
Yes,60.82992935,0,8413,0.521421076,40,5,Eastern Islands,47.8634197,61.84992935
Yes,53.11304879,0,14670,0.517720553,26,4,West,45.5580506,54.13304879
Yes,32.41939494,0,9339,0.529225192,33,3,Northern Rim,48.78456553,33.43939494
Yes,61.14947891,0,5128,0.493421276,62,5,West,29.20074883,62.16947891
Yes,48.70059196,0,11300,0.545609089,69,3,Eastern Islands,38.58834554,49.72059196
Yes,50.945635,0,7198,0.520126315,56,2,West,50.05698254,51.965635
Yes,49.43619435,0,11653,0.53258264,43,3,Eastern Islands,42.4957161,50.45619435
Yes,56.65961048,0,15349,0.523743238,58,3,Northern Rim,50.84943964,57.67961048
Yes,43.84444481,0,3041,0.494532532,33,3,Eastern Islands,48.69361766,44.86444481
Yes,39.12112488,0,11227,0.483761535,38,3,West,51.2656626,40.14112488
Yes,58.22337758,0,4306,0.520033811,41,3,Eastern Islands,53.94612208,59.24337758
Yes,62.32255954,0,23320,0.518785722,57,2,Eastern Islands,48.48804973,63.34255954
Yes,60.25201577,0,6525,0.501716047,45,4,West,44.60039296,61.27201577
Yes,37.07850137,0,15939,0.502383797,18,2,Northern Rim,41.45449214,38.09850137
Yes,41.11467077,0,15327,0.527304115,29,2,West,47.94845052,42.13467077
Yes,58.68084753,0,9278,0.519158286,42,3,West,54.52804528,59.70084753
Yes,47.50815762,0,13396,0.503117489,43,4,Northern Rim,28.38042938,48.52815762
Yes,45.07292879,0,15058,0.510560524,42,3,West,48.70181325,46.09292879
Yes,56.56074396,0,13573,0.537871131,34,3,Northern Rim,58.99842819,57.58074396
Yes,48.84180689,0,17771,0.499837939,54,4,Northern Rim,48.83351791,49.86180689
Yes,54.12293345,0,13746,0.503157321,18,4,West,44.62728519,55.14293345
Yes,37.19366729,0,14238,0.502728746,20,4,Eastern Islands,47.92894802,38.21366729
Yes,53.93428286,0,11908,0.5056285,59,4,West,40.14609433,54.95428286
Yes,54.97596918,0,13331,0.516436629,18,3,Northern Rim,30.07918299,55.99596918
Yes,48.50516789,0,4782,0.516841437,35,4,Eastern Islands,44.31034606,49.52516789
Yes,38.35769093,0,5701,0.509006717,50,2,Eastern Islands,55.46524063,39.37769093
Yes,60.89416949,0,14100,0.520157493,71,2,Northern Rim,56.4206028,61.91416949
Yes,63.18821798,0,7027,0.475451615,39,5,West,40.09265174,64.20821798
Yes,49.53121508,0,11889,0.524420494,23,4,West,48.00799706,50.55121508
Yes,54.03961609,0,16646,0.504107138,18,5,West,60.71795121,55.05961609
Yes,44.07730499,0,7025,0.489261748,20,3,Eastern Islands,38.48010907,45.09730499
Yes,55.26105429,0,5501,0.499027773,27,5,West,42.41685388,56.28105429
Yes,45.51269467,0,8048,0.496352278,27,1,Eastern Islands,40.80512623,46.53269467
Yes,43.63942622,0,6188,0.488168449,44,6,Eastern Islands,52.90869541,44.65942622
Yes,55.12681831,0,8484,0.505522561,59,2,West,61.4913357,56.14681831
Yes,51.78098399,0,7706,0.528112167,18,5,Northern Rim,44.66395364,52.80098399
Yes,56.61664766,0,11007,0.456731249,32,4,Northern Rim,51.06541247,57.63664766
Yes,60.94837332,0,9015,0.476057254,52,4,Northern Rim,41.30919691,61.96837332
Yes,50.59097842,0,7832,0.535284587,75,5,West,52.85059419,51.61097842
Yes,44.22164317,1,5000,0.545264306,64,6,Eastern Islands,42.61714971,45.24164317
Yes,48.94891699,0,15061,0.538386107,45,4,West,41.73441307,49.96891699
Yes,61.29995742,0,18234,0.508620388,32,4,West,38.15341731,62.31995742
Yes,48.68010228,0,11891,0.491721654,23,3,West,50.43868737,49.70010228
Yes,64.63231631,0,6654,0.511850142,44,3,Northern Rim,47.24985932,65.65231631
Yes,46.45054697,0,15104,0.496139757,29,4,Eastern Islands,40.25328943,47.47054697
Yes,58.33214834,0,5210,0.526211211,34,2,Northern Rim,43.80280132,59.35214834
Yes,37.17901879,0,5548,0.543289974,43,3,West,39.9659506,38.19901879
Yes,52.24051116,0,18860,0.518119722,52,4,Eastern Islands,26.38613241,53.26051116
Yes,62.7996706,0,16511,0.49714698,20,4,Eastern Islands,31.72969307,63.8196706
Yes,49.29437974,0,13266,0.517562966,46,4,Eastern Islands,51.44921452,50.31437974
Yes,57.82438993,0,6966,0.493434538,57,3,West,43.19676911,58.84438993
Yes,58.15586006,0,16402,0.517330843,39,5,Eastern Islands,43.5262232,59.17586006
Yes,46.14623241,0,7501,0.508935345,22,4,Northern Rim,38.32196331,47.16623241
Yes,55.60572144,0,12370,0.518688568,38,4,Eastern Islands,54.72487431,56.62572144
Yes,51.20726939,0,6550,0.492332018,53,3,Northern Rim,42.90970813,52.22726939
Yes,50.96456091,0,9993,0.50699848,23,4,West,45.73762956,51.98456091
Yes,45.28033823,0,11877,0.503060316,68,2,West,44.61587702,46.30033823
Yes,44.09471386,0,5490,0.530459679,33,4,Eastern Islands,29.40322029,45.11471386
Yes,45.56104076,0,13951,0.551824189,21,2,West,54.72340923,46.58104076
Yes,47.82679801,1,13518,0.534044191,50,3,West,47.68197747,48.84679801
Yes,55.90802404,0,9711,0.501244627,39,4,Northern Rim,46.32692169,56.92802404
Yes,45.38514125,1,12371,0.513962077,40,4,Northern Rim,34.7002242,46.40514125
Yes,49.14886598,0,13650,0.500842311,34,4,Northern Rim,55.56184165,50.16886598
Yes,54.60725672,0,9201,0.499529658,41,6,Northern Rim,31.15515085,55.62725672
Yes,63.70961698,0,5669,0.502601335,48,5,West,48.36069661,64.72961698
Yes,45.20820122,0,9749,0.517529338,51,4,Eastern Islands,56.11865238,46.22820122
Yes,33.72090806,0,15292,0.527801366,43,6,Eastern Islands,37.84250997,34.74090806
Yes,60.80085385,0,8016,0.512093324,26,4,Northern Rim,55.99495147,61.82085385
Yes,37.94752781,0,3427,0.527032065,18,5,West,33.17729707,38.96752781
Yes,45.27289623,0,12386,0.518419184,29,4,West,38.57261365,46.29289623
Yes,55.97487798,0,4029,0.53131072,44,4,Northern Rim,39.473615,56.99487798
Yes,50.09847714,0,9691,0.547124831,50,3,Eastern Islands,58.56331031,51.11847714
Yes,48.94332524,0,5606,0.488633995,39,4,Eastern Islands,52.37710223,49.96332524
Yes,48.62806154,0,20453,0.545327482,51,4,West,54.47042932,49.64806154
Yes,60.29610696,0,12746,0.541502991,60,4,Eastern Islands,45.63252528,61.31610696
Yes,65.1940005,0,18195,0.514281012,49,5,West,48.5849038,66.2140005
Yes,51.90084514,0,12683,0.504911733,27,4,Eastern Islands,34.4999248,52.92084514
Yes,56.17186225,0,5384,0.525973362,46,3,Eastern Islands,38.99032713,57.19186225
Yes,48.05497098,0,6455,0.492989575,44,3,Northern Rim,48.28383776,49.07497098
Yes,59.66737039,0,13700,0.524293783,66,4,Eastern Islands,45.48642348,60.68737039
Yes,61.85589447,0,10356,0.52591818,18,3,West,43.2606872,62.87589447
Yes,48.53493421,0,5901,0.519234912,31,4,Northern Rim,34.51080021,49.55493421
Yes,57.61517572,0,7533,0.5116808,48,3,Eastern Islands,45.1607735,58.63517572
Yes,62.4905333,0,12959,0.479037706,27,3,Eastern Islands,47.42692417,63.5105333
Yes,43.43124642,0,100,0.49582912,49,3,Northern Rim,48.15058262,44.45124642
Yes,41.22586575,0,6160,0.499590024,38,3,West,45.53180954,42.24586575
Yes,49.9315924,0,10781,0.479878432,44,4,West,60.96517184,50.9515924
Yes,52.42032612,0,15413,0.478245279,44,4,Northern Rim,49.40912241,53.44032612
Yes,47.36649121,0,15239,0.561643326,41,3,West,52.60924497,48.38649121
Yes,69.73226261,0,12076,0.497745467,59,3,West,37.07777589,70.75226261
Yes,70.65506145,0,7538,0.510849219,18,3,West,53.39385147,71.67506145
Yes,53.34713434,0,3683,0.516217007,43,3,West,33.87015265,54.36713434
Yes,39.48482623,0,3601,0.530383463,58,2,Northern Rim,46.51426279,40.50482623
Yes,51.89348602,0,11544,0.516224016,43,3,West,39.56843691,52.91348602
Yes,54.89054396,0,10618,0.538226097,38,4,Eastern Islands,38.35940754,55.91054396
Yes,61.95568349,0,10654,0.528692572,18,3,West,52.46593311,62.97568349
Yes,49.40739259,0,7709,0.504321335,68,4,Northern Rim,50.59388739,50.42739259
Yes,47.30790893,0,3580,0.555592983,55,4,Eastern Islands,56.96125588,48.32790893
Yes,55.57613162,0,9555,0.521091408,18,5,Northern Rim,59.62217663,56.59613162
Yes,62.82802514,0,10004,0.479911569,45,2,West,41.98962963,63.84802514
Yes,43.77663959,1,13457,0.494479488,42,3,West,39.20824309,44.79663959
Yes,47.13969762,0,9481,0.542992307,35,2,Eastern Islands,45.69492317,48.15969762
Yes,49.4167607,0,8297,0.486133664,70,3,West,40.73446321,50.4367607
Yes,44.90335801,0,4436,0.526775142,66,6,Eastern Islands,38.4072656,45.92335801
Yes,52.13091403,0,16319,0.548036668,64,4,Eastern Islands,53.63306931,53.15091403
Yes,45.80184874,0,16348,0.530495971,61,6,Eastern Islands,37.93981954,46.82184874
Yes,57.7006755,0,2706,0.520667822,36,4,Northern Rim,50.67349942,58.7206755
Yes,53.61782619,0,4449,0.492812783,42,4,Northern Rim,42.26123872,54.63782619
Yes,48.41596767,0,8564,0.491804716,45,4,Northern Rim,49.83534087,49.43596767
Yes,55.90252523,0,17796,0.509544718,60,3,Eastern Islands,46.8004783,56.92252523
Yes,42.3603859,0,12809,0.535340172,51,5,West,43.43002222,43.3803859
Yes,45.21416105,0,9686,0.526843719,34,3,Eastern Islands,44.60258335,46.23416105
Yes,38.3929453,0,4584,0.501898847,53,4,Eastern Islands,53.4957496,39.4129453
Yes,40.67517105,0,12570,0.499739933,53,3,Eastern Islands,48.64975344,41.69517105
Yes,61.75437181,0,9437,0.501635612,39,4,Northern Rim,40.13046515,62.77437181
Yes,61.68035707,0,2237,0.493976404,39,5,Northern Rim,52.14134326,62.70035707
Yes,50.65327116,0,10771,0.49850417,71,4,West,51.33078112,51.67327116
Yes,43.14325822,0,11964,0.542199527,24,3,West,47.83785258,44.16325822
Yes,61.9441753,0,17273,0.540540733,49,3,Northern Rim,44.39988249,62.9641753
Yes,54.43717887,0,11784,0.507252723,25,3,Northern Rim,47.98698985,55.45717887
Yes,54.37573081,0,14753,0.531816569,43,3,West,57.74949924,55.39573081
Yes,64.24011616,0,11703,0.516037107,40,3,West,39.70829052,65.26011616
Yes,72.28701129,0,10688,0.495525593,26,4,Eastern Islands,40.4978791,73.30701129
Yes,41.1270169,0,10670,0.478899628,35,3,Northern Rim,47.21075933,42.1470169
Yes,57.9953423,0,16843,0.506716205,39,5,Eastern Islands,46.34481834,59.0153423
Yes,51.48761844,1,11539,0.534089179,20,4,Northern Rim,51.94639317,52.50761844
Yes,41.46318608,0,6352,0.516279968,53,2,Eastern Islands,44.33019008,42.48318608
Yes,43.26745771,0,3105,0.514589882,56,3,Northern Rim,47.66723597,44.28745771
Yes,44.01667383,0,15773,0.492598552,37,4,Northern Rim,51.79779816,45.03667383
Yes,51.60851067,0,10621,0.513624195,41,3,West,35.32148841,52.62851067
Yes,71.76273684,0,8784,0.506722582,47,4,Eastern Islands,35.49318606,72.78273684
Yes,52.3172379,1,9310,0.497352968,24,3,Northern Rim,33.42464651,53.3372379
Yes,51.44951241,0,10056,0.520418701,18,4,West,52.64643936,52.46951241
